id_usuario,edad,sexo,escolaridad,servicio_salud,tipo_empleo,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,descripcion_transaccion,valor_transaccion,categoria_gasto,perfil_usuario
120,48,M,Basica,IMSS,Informal,3700.4,56,Media,Taxi de sitio,408.76,Transporte,En riesgo
121,35,M,Basica,Privado,Informal,4795.06,73,Baja,Abarrotes local,444.83,Alimentacion,En riesgo
121,35,M,Basica,Privado,Informal,4795.06,73,Baja,Abono Hipoteca,1198.77,Vivienda,En riesgo
121,35,M,Basica,Privado,Informal,4795.06,73,Baja,Recibo CFE,121.61,Servicios,En riesgo
121,35,M,Basica,Privado,Informal,4795.06,73,Baja,Cervezas fin de semana,366.23,Ocio,En riesgo
122,58,H,Basica,Privado,Formal,5985.63,31,Media,Tortilleria,598.64,Alimentacion,En observacion
122,58,H,Basica,Privado,Formal,5985.63,31,Media,Pago de Renta,1496.41,Vivienda,En observacion
122,58,H,Basica,Privado,Formal,5985.63,31,Media,Recarga Telcel,305.27,Servicios,En observacion
122,58,H,Basica,Privado,Formal,5985.63,31,Media,Cine,344.65,Ocio,En observacion
123,67,M,Basica,ISSSTE,Autoempleo,6226.53,40,Baja,Tianguis semanal,523.48,Alimentacion,En riesgo
123,67,M,Basica,ISSSTE,Autoempleo,6226.53,40,Baja,Mantenimiento hogar,1556.63,Vivienda,En riesgo
123,67,M,Basica,ISSSTE,Autoempleo,6226.53,40,Baja,Pago de Agua,196.51,Servicios,En riesgo
123,67,M,Basica,ISSSTE,Autoempleo,6226.53,40,Baja,Pago Elektra,1245.31,Otros,En riesgo
124,33,H,Basica,ISSEMYN,Formal,7748.25,34,Baja,Abarrotes local,916.94,Alimentacion,En riesgo
124,33,H,Basica,ISSEMYN,Formal,7748.25,34,Baja,Pago de Renta,1937.06,Vivienda,En riesgo
124,33,H,Basica,ISSEMYN,Formal,7748.25,34,Baja,Recibo CFE,100.06,Servicios,En riesgo
124,33,H,Basica,ISSEMYN,Formal,7748.25,34,Baja,Analisis Laboratorio,180.82,Salud,En riesgo
125,39,M,Sin estudios,ISSEMYN,Autoempleo,8434.24,35,Media,Despensa Walmart,897.14,Alimentacion,En observacion
125,39,M,Sin estudios,ISSEMYN,Autoempleo,8434.24,35,Media,Pago de Renta,2108.56,Vivienda,En observacion
125,39,M,Sin estudios,ISSEMYN,Autoempleo,8434.24,35,Media,Carga Gas LP,289.76,Servicios,En observacion
125,39,M,Sin estudios,ISSEMYN,Autoempleo,8434.24,35,Media,Abono Coppel,1475.99,Otros,En observacion
126,65,H,Basica,IMSS,Informal,3796.89,75,Media,Tortilleria,448.68,Alimentacion,En riesgo
126,65,H,Basica,IMSS,Informal,3796.89,75,Media,Mantenimiento hogar,949.22,Vivienda,En riesgo
126,65,H,Basica,IMSS,Informal,3796.89,75,Media,Recarga Telcel,114.49,Servicios,En riesgo
126,65,H,Basica,IMSS,Informal,3796.89,75,Media,Ropa bazar,1423.83,Otros,En riesgo
127,42,H,Media Superior,ISSEMYN,Autoempleo,8490.14,21,Media,Tianguis semanal,910.82,Alimentacion,Finanzas sanas
127,42,H,Media Superior,ISSEMYN,Autoempleo,8490.14,21,Media,Abono Hipoteca,2122.53,Vivienda,Finanzas sanas
127,42,H,Media Superior,ISSEMYN,Autoempleo,8490.14,21,Media,Carga Gas LP,277.02,Servicios,Finanzas sanas
127,42,H,Media Superior,ISSEMYN,Autoempleo,8490.14,21,Media,Taxi de sitio,140.86,Transporte,Finanzas sanas
128,53,M,Media Superior,Privado,Formal,8703.32,34,Media,Tortilleria,1037.57,Alimentacion,En observacion
128,53,M,Media Superior,Privado,Formal,8703.32,34,Media,Pago de Renta,2175.83,Vivienda,En observacion
128,53,M,Media Superior,Privado,Formal,8703.32,34,Media,Recarga Telcel,336.95,Servicios,En observacion
128,53,M,Media Superior,Privado,Formal,8703.32,34,Media,Pasajes Combi/Bus,382.61,Transporte,En observacion
129,26,M,Media Superior,Ninguno,Autoempleo,8710.65,30,Baja,Tianguis semanal,722.64,Alimentacion,En observacion
129,26,M,Media Superior,Ninguno,Autoempleo,8710.65,30,Baja,Mantenimiento hogar,2177.66,Vivienda,En observacion
129,26,M,Media Superior,Ninguno,Autoempleo,8710.65,30,Baja,Carga Gas LP,342.19,Servicios,En observacion
129,26,M,Media Superior,Ninguno,Autoempleo,8710.65,30,Baja,Abono Coppel,1306.6,Otros,En observacion
130,27,H,Basica,ISSEMYN,Formal,10472.16,27,Baja,Tortilleria,848.38,Alimentacion,Finanzas sanas
130,27,H,Basica,ISSEMYN,Formal,10472.16,27,Baja,Mantenimiento hogar,2618.04,Vivienda,Finanzas sanas
130,27,H,Basica,ISSEMYN,Formal,10472.16,27,Baja,Carga Gas LP,363.78,Servicios,Finanzas sanas
130,27,H,Basica,ISSEMYN,Formal,10472.16,27,Baja,Cine,308.25,Ocio,Finanzas sanas
131,51,M,Media Superior,ISSSTE,Autoempleo,6667.74,37,Media,Abarrotes local,534.68,Alimentacion,En observacion
131,51,M,Media Superior,ISSSTE,Autoempleo,6667.74,37,Media,Mantenimiento hogar,1666.93,Vivienda,En observacion
131,51,M,Media Superior,ISSSTE,Autoempleo,6667.74,37,Media,Recarga Telcel,241.82,Servicios,En observacion
131,51,M,Media Superior,ISSSTE,Autoempleo,6667.74,37,Media,Pasajes Combi/Bus,246.16,Transporte,En observacion
132,44,H,Basica,ISSEMYN,Formal,9624.43,48,Baja,Tortilleria,1105.21,Alimentacion,En riesgo
132,44,H,Basica,ISSEMYN,Formal,9624.43,48,Baja,Pago de Renta,2406.11,Vivienda,En riesgo
132,44,H,Basica,ISSEMYN,Formal,9624.43,48,Baja,Carga Gas LP,245.26,Servicios,En riesgo
132,44,H,Basica,ISSEMYN,Formal,9624.43,48,Baja,Consulta medica,103.38,Salud,En riesgo
133,37,M,Basica,Ninguno,Formal,7566.39,31,Media,Abarrotes local,736.63,Alimentacion,En observacion
133,37,M,Basica,Ninguno,Formal,7566.39,31,Media,Abono Hipoteca,1891.6,Vivienda,En observacion
133,37,M,Basica,Ninguno,Formal,7566.39,31,Media,Pago de Agua,133.18,Servicios,En observacion
133,37,M,Basica,Ninguno,Formal,7566.39,31,Media,Cine,388.6,Ocio,En observacion
134,59,H,Superior,Privado,Autoempleo,9484.25,38,Baja,Tortilleria,1030.24,Alimentacion,En riesgo
134,59,H,Superior,Privado,Autoempleo,9484.25,38,Baja,Mantenimiento hogar,2371.06,Vivienda,En riesgo
134,59,H,Superior,Privado,Autoempleo,9484.25,38,Baja,Recibo CFE,254.71,Servicios,En riesgo
134,59,H,Superior,Privado,Autoempleo,9484.25,38,Baja,Suscripcion Netflix,331.64,Ocio,En riesgo
135,65,M,Media Superior,Privado,Autoempleo,8026.49,55,Baja,Tianguis semanal,890.65,Alimentacion,En riesgo
135,65,M,Media Superior,Privado,Autoempleo,8026.49,55,Baja,Pago de Renta,2006.62,Vivienda,En riesgo
135,65,M,Media Superior,Privado,Autoempleo,8026.49,55,Baja,Recarga Telcel,203.05,Servicios,En riesgo
135,65,M,Media Superior,Privado,Autoempleo,8026.49,55,Baja,Pasajes Combi/Bus,121.41,Transporte,En riesgo
136,19,H,Basica,Ninguno,Informal,3102.07,46,Media,Abarrotes local,326.04,Alimentacion,En riesgo
136,19,H,Basica,Ninguno,Informal,3102.07,46,Media,Mantenimiento hogar,775.52,Vivienda,En riesgo
136,19,H,Basica,Ninguno,Informal,3102.07,46,Media,Recibo CFE,321.45,Servicios,En riesgo
136,19,H,Basica,Ninguno,Informal,3102.07,46,Media,Cervezas fin de semana,280.05,Ocio,En riesgo
137,75,M,Basica,Ninguno,Informal,2938.11,65,Baja,Abarrotes local,315.5,Alimentacion,En riesgo
137,75,M,Basica,Ninguno,Informal,2938.11,65,Baja,Mantenimiento hogar,734.53,Vivienda,En riesgo
137,75,M,Basica,Ninguno,Informal,2938.11,65,Baja,Pago de Agua,247.65,Servicios,En riesgo
137,75,M,Basica,Ninguno,Informal,2938.11,65,Baja,Pasajes Combi/Bus,348.51,Transporte,En riesgo
138,66,H,Superior,ISSEMYN,Formal,22597.3,23,Alta,Despensa Walmart,2465.13,Alimentacion,Finanzas sanas
138,66,H,Superior,ISSEMYN,Formal,22597.3,23,Alta,Pago de Renta,5649.32,Vivienda,Finanzas sanas
138,66,H,Superior,ISSEMYN,Formal,22597.3,23,Alta,Recarga Telcel,254.43,Servicios,Finanzas sanas
138,66,H,Superior,ISSEMYN,Formal,22597.3,23,Alta,Pasajes Combi/Bus,445.75,Transporte,Finanzas sanas
139,25,M,Basica,ISSEMYN,Autoempleo,9304.4,42,Media,Abarrotes local,891.81,Alimentacion,En riesgo
139,25,M,Basica,ISSEMYN,Autoempleo,9304.4,42,Media,Abono Hipoteca,2326.1,Vivienda,En riesgo
139,25,M,Basica,ISSEMYN,Autoempleo,9304.4,42,Media,Carga Gas LP,281.87,Servicios,En riesgo
139,25,M,Basica,ISSEMYN,Autoempleo,9304.4,42,Media,Farmacia Similares,212.86,Salud,En riesgo
140,47,H,Media Superior,ISSEMYN,Formal,6744.3,44,Baja,Abarrotes local,653.34,Alimentacion,En riesgo
140,47,H,Media Superior,ISSEMYN,Formal,6744.3,44,Baja,Pago de Renta,1686.08,Vivienda,En riesgo
140,47,H,Media Superior,ISSEMYN,Formal,6744.3,44,Baja,Pago de Agua,364.43,Servicios,En riesgo
140,47,H,Media Superior,ISSEMYN,Formal,6744.3,44,Baja,Farmacia Similares,133.9,Salud,En riesgo
141,59,H,Sin estudios,ISSSTE,Formal,6862.12,44,Media,Abarrotes local,741.87,Alimentacion,En riesgo
141,59,H,Sin estudios,ISSSTE,Formal,6862.12,44,Media,Mantenimiento hogar,1715.53,Vivienda,En riesgo
141,59,H,Sin estudios,ISSSTE,Formal,6862.12,44,Media,Recarga Telcel,337.24,Servicios,En riesgo
141,59,H,Sin estudios,ISSSTE,Formal,6862.12,44,Media,Cervezas fin de semana,238.58,Ocio,En riesgo
142,51,H,Basica,IMSS,Formal,7070.42,29,Baja,Despensa Walmart,591.17,Alimentacion,Finanzas sanas
142,51,H,Basica,IMSS,Formal,7070.42,29,Baja,Pago de Renta,1767.61,Vivienda,Finanzas sanas
142,51,H,Basica,IMSS,Formal,7070.42,29,Baja,Carga Gas LP,235.46,Servicios,Finanzas sanas
142,51,H,Basica,IMSS,Formal,7070.42,29,Baja,Suscripcion Netflix,179.66,Ocio,Finanzas sanas
143,33,H,Media Superior,Ninguno,Formal,5615.51,25,Media,Tortilleria,514.34,Alimentacion,Finanzas sanas
143,33,H,Media Superior,Ninguno,Formal,5615.51,25,Media,Pago de Renta,1403.88,Vivienda,Finanzas sanas
143,33,H,Media Superior,Ninguno,Formal,5615.51,25,Media,Carga Gas LP,129.67,Servicios,Finanzas sanas
143,33,H,Media Superior,Ninguno,Formal,5615.51,25,Media,Abono Coppel,701.94,Otros,Finanzas sanas
144,37,H,Media Superior,Privado,Autoempleo,7316.8,54,Media,Abarrotes local,639.93,Alimentacion,En riesgo
144,37,H,Media Superior,Privado,Autoempleo,7316.8,54,Media,Mantenimiento hogar,1829.2,Vivienda,En riesgo
144,37,H,Media Superior,Privado,Autoempleo,7316.8,54,Media,Recarga Telcel,178.92,Servicios,En riesgo
144,37,H,Media Superior,Privado,Autoempleo,7316.8,54,Media,Pasajes Combi/Bus,101.78,Transporte,En riesgo
145,42,H,Basica,IMSS,Formal,7118.33,51,Baja,Tianguis semanal,612.41,Alimentacion,En riesgo
145,42,H,Basica,IMSS,Formal,7118.33,51,Baja,Mantenimiento hogar,1779.58,Vivienda,En riesgo
145,42,H,Basica,IMSS,Formal,7118.33,51,Baja,Recibo CFE,150.76,Servicios,En riesgo
145,42,H,Basica,IMSS,Formal,7118.33,51,Baja,Pasajes Combi/Bus,436.0,Transporte,En riesgo
146,45,M,Media Superior,Ninguno,Formal,9346.37,37,Media,Abarrotes local,757.05,Alimentacion,En observacion
146,45,M,Media Superior,Ninguno,Formal,9346.37,37,Media,Pago de Renta,2336.59,Vivienda,En observacion
146,45,M,Media Superior,Ninguno,Formal,9346.37,37,Media,Carga Gas LP,436.96,Servicios,En observacion
146,45,M,Media Superior,Ninguno,Formal,9346.37,37,Media,Consulta medica,110.55,Salud,En observacion
147,61,H,Superior,Privado,Informal,3239.36,69,Media,Abarrotes local,327.12,Alimentacion,En riesgo
147,61,H,Superior,Privado,Informal,3239.36,69,Media,Mantenimiento hogar,809.84,Vivienda,En riesgo
147,61,H,Superior,Privado,Informal,3239.36,69,Media,Carga Gas LP,324.28,Servicios,En riesgo
147,61,H,Superior,Privado,Informal,3239.36,69,Media,Pasajes Combi/Bus,396.17,Transporte,En riesgo
148,71,H,Basica,ISSEMYN,Informal,3213.15,75,Media,Tianguis semanal,334.54,Alimentacion,En riesgo
148,71,H,Basica,ISSEMYN,Informal,3213.15,75,Media,Mantenimiento hogar,803.29,Vivienda,En riesgo
148,71,H,Basica,ISSEMYN,Informal,3213.15,75,Media,Pago de Agua,346.43,Servicios,En riesgo
148,71,H,Basica,ISSEMYN,Informal,3213.15,75,Media,Farmacia Similares,139.82,Salud,En riesgo
149,61,H,Media Superior,Ninguno,Formal,5732.41,36,Baja,Tortilleria,471.91,Alimentacion,En observacion
149,61,H,Media Superior,Ninguno,Formal,5732.41,36,Baja,Abono Hipoteca,1433.1,Vivienda,En observacion
149,61,H,Media Superior,Ninguno,Formal,5732.41,36,Baja,Pago de Agua,301.64,Servicios,En observacion
149,61,H,Media Superior,Ninguno,Formal,5732.41,36,Baja,Cine,411.13,Ocio,En observacion
150,50,M,Media Superior,Privado,Formal,6896.1,35,Media,Despensa Walmart,665.48,Alimentacion,En observacion
150,50,M,Media Superior,Privado,Formal,6896.1,35,Media,Mantenimiento hogar,1724.03,Vivienda,En observacion
150,50,M,Media Superior,Privado,Formal,6896.1,35,Media,Carga Gas LP,239.62,Servicios,En observacion
150,50,M,Media Superior,Privado,Formal,6896.1,35,Media,Cine,265.71,Ocio,En observacion
151,28,H,Basica,Privado,Formal,6141.3,42,Baja,Abarrotes local,709.53,Alimentacion,En riesgo
151,28,H,Basica,Privado,Formal,6141.3,42,Baja,Mantenimiento hogar,1535.33,Vivienda,En riesgo
151,28,H,Basica,Privado,Formal,6141.3,42,Baja,Recibo CFE,298.74,Servicios,En riesgo
151,28,H,Basica,Privado,Formal,6141.3,42,Baja,Pago Elektra,1289.67,Otros,En riesgo
152,42,M,Superior,ISSSTE,Formal,18149.87,29,Media,Tortilleria,1485.34,Alimentacion,Finanzas sanas
152,42,M,Superior,ISSSTE,Formal,18149.87,29,Media,Mantenimiento hogar,4537.47,Vivienda,Finanzas sanas
152,42,M,Superior,ISSSTE,Formal,18149.87,29,Media,Pago de Agua,211.16,Servicios,Finanzas sanas
152,42,M,Superior,ISSSTE,Formal,18149.87,29,Media,Analisis Laboratorio,424.78,Salud,Finanzas sanas
153,18,M,Basica,Privado,Formal,7939.46,36,Baja,Tianguis semanal,740.44,Alimentacion,En riesgo
153,18,M,Basica,Privado,Formal,7939.46,36,Baja,Mantenimiento hogar,1984.87,Vivienda,En riesgo
153,18,M,Basica,Privado,Formal,7939.46,36,Baja,Recarga Telcel,265.73,Servicios,En riesgo
153,18,M,Basica,Privado,Formal,7939.46,36,Baja,Cervezas fin de semana,303.85,Ocio,En riesgo
154,46,M,Media Superior,ISSEMYN,Informal,3633.16,57,Media,Despensa Walmart,351.81,Alimentacion,En riesgo
154,46,M,Media Superior,ISSEMYN,Informal,3633.16,57,Media,Pago de Renta,908.29,Vivienda,En riesgo
154,46,M,Media Superior,ISSEMYN,Informal,3633.16,57,Media,Recarga Telcel,427.48,Servicios,En riesgo
154,46,M,Media Superior,ISSEMYN,Informal,3633.16,57,Media,Taxi de sitio,230.21,Transporte,En riesgo
155,24,H,Media Superior,IMSS,Formal,9355.76,32,Baja,Tianguis semanal,954.23,Alimentacion,En observacion
155,24,H,Media Superior,IMSS,Formal,9355.76,32,Baja,Pago de Renta,2338.94,Vivienda,En observacion
155,24,H,Media Superior,IMSS,Formal,9355.76,32,Baja,Recarga Telcel,159.78,Servicios,En observacion
155,24,H,Media Superior,IMSS,Formal,9355.76,32,Baja,Abono Coppel,1496.92,Otros,En observacion
156,62,H,Superior,Ninguno,Informal,3448.21,74,Baja,Tortilleria,365.84,Alimentacion,En riesgo
156,62,H,Superior,Ninguno,Informal,3448.21,74,Baja,Abono Hipoteca,862.05,Vivienda,En riesgo
156,62,H,Superior,Ninguno,Informal,3448.21,74,Baja,Recarga Telcel,445.35,Servicios,En riesgo
156,62,H,Superior,Ninguno,Informal,3448.21,74,Baja,Gasolina Magna,405.23,Transporte,En riesgo
157,37,H,Superior,IMSS,Informal,4093.06,45,Media,Abarrotes local,350.59,Alimentacion,En riesgo
157,37,H,Superior,IMSS,Informal,4093.06,45,Media,Pago de Renta,1023.26,Vivienda,En riesgo
157,37,H,Superior,IMSS,Informal,4093.06,45,Media,Carga Gas LP,251.35,Servicios,En riesgo
157,37,H,Superior,IMSS,Informal,4093.06,45,Media,Farmacia Similares,101.97,Salud,En riesgo
158,30,H,Media Superior,Privado,Informal,4158.96,51,Baja,Tortilleria,479.5,Alimentacion,En riesgo
158,30,H,Media Superior,Privado,Informal,4158.96,51,Baja,Pago de Renta,1039.74,Vivienda,En riesgo
158,30,H,Media Superior,Privado,Informal,4158.96,51,Baja,Recarga Telcel,194.94,Servicios,En riesgo
158,30,H,Media Superior,Privado,Informal,4158.96,51,Baja,Suscripcion Netflix,108.47,Ocio,En riesgo
159,39,M,Basica,Privado,Autoempleo,6285.82,43,Baja,Tortilleria,712.92,Alimentacion,En riesgo
159,39,M,Basica,Privado,Autoempleo,6285.82,43,Baja,Pago de Renta,1571.45,Vivienda,En riesgo
159,39,M,Basica,Privado,Autoempleo,6285.82,43,Baja,Carga Gas LP,392.7,Servicios,En riesgo
159,39,M,Basica,Privado,Autoempleo,6285.82,43,Baja,Suscripcion Netflix,303.22,Ocio,En riesgo
160,47,M,Superior,Privado,Informal,3253.02,66,Media,Tianguis semanal,384.97,Alimentacion,En riesgo
160,47,M,Superior,Privado,Informal,3253.02,66,Media,Pago de Renta,813.25,Vivienda,En riesgo
160,47,M,Superior,Privado,Informal,3253.02,66,Media,Pago de Agua,126.75,Servicios,En riesgo
160,47,M,Superior,Privado,Informal,3253.02,66,Media,Taxi de sitio,446.49,Transporte,En riesgo
161,36,H,Media Superior,Ninguno,Formal,9185.74,30,Media,Tianguis semanal,742.54,Alimentacion,En observacion
161,36,H,Media Superior,Ninguno,Formal,9185.74,30,Media,Abono Hipoteca,2296.43,Vivienda,En observacion
161,36,H,Media Superior,Ninguno,Formal,9185.74,30,Media,Pago de Agua,199.33,Servicios,En observacion
161,36,H,Media Superior,Ninguno,Formal,9185.74,30,Media,Cine,179.37,Ocio,En observacion
162,63,M,Basica,IMSS,Informal,2954.58,56,Baja,Tianguis semanal,323.93,Alimentacion,En riesgo
162,63,M,Basica,IMSS,Informal,2954.58,56,Baja,Pago de Renta,738.64,Vivienda,En riesgo
162,63,M,Basica,IMSS,Informal,2954.58,56,Baja,Pago de Agua,255.44,Servicios,En riesgo
162,63,M,Basica,IMSS,Informal,2954.58,56,Baja,Taxi de sitio,131.28,Transporte,En riesgo
163,26,M,Media Superior,ISSSTE,Formal,6649.6,49,Media,Abarrotes local,599.39,Alimentacion,En riesgo
163,26,M,Media Superior,ISSSTE,Formal,6649.6,49,Media,Pago de Renta,1662.4,Vivienda,En riesgo
163,26,M,Media Superior,ISSSTE,Formal,6649.6,49,Media,Pago de Agua,286.75,Servicios,En riesgo
163,26,M,Media Superior,ISSSTE,Formal,6649.6,49,Media,Gasolina Magna,142.23,Transporte,En riesgo
164,44,M,Media Superior,ISSSTE,Formal,6653.69,36,Baja,Tianguis semanal,735.69,Alimentacion,En riesgo
164,44,M,Media Superior,ISSSTE,Formal,6653.69,36,Baja,Mantenimiento hogar,1663.42,Vivienda,En riesgo
164,44,M,Media Superior,ISSSTE,Formal,6653.69,36,Baja,Pago de Agua,394.9,Servicios,En riesgo
164,44,M,Media Superior,ISSSTE,Formal,6653.69,36,Baja,Pago Elektra,1197.66,Otros,En riesgo
165,41,H,Superior,Ninguno,Formal,23412.11,35,Baja,Abarrotes local,2177.1,Alimentacion,En observacion
165,41,H,Superior,Ninguno,Formal,23412.11,35,Baja,Abono Hipoteca,5853.03,Vivienda,En observacion
165,41,H,Superior,Ninguno,Formal,23412.11,35,Baja,Carga Gas LP,249.59,Servicios,En observacion
165,41,H,Superior,Ninguno,Formal,23412.11,35,Baja,Cine,232.48,Ocio,En observacion
166,53,H,Basica,Ninguno,Formal,7720.86,21,Alta,Tortilleria,856.78,Alimentacion,Finanzas sanas
166,53,H,Basica,Ninguno,Formal,7720.86,21,Alta,Pago de Renta,1930.21,Vivienda,Finanzas sanas
166,53,H,Basica,Ninguno,Formal,7720.86,21,Alta,Pago de Agua,388.29,Servicios,Finanzas sanas
166,53,H,Basica,Ninguno,Formal,7720.86,21,Alta,Abono Coppel,810.69,Otros,Finanzas sanas
167,55,M,Sin estudios,Privado,Autoempleo,10142.57,47,Baja,Tortilleria,895.53,Alimentacion,En riesgo
167,55,M,Sin estudios,Privado,Autoempleo,10142.57,47,Baja,Pago de Renta,2535.64,Vivienda,En riesgo
167,55,M,Sin estudios,Privado,Autoempleo,10142.57,47,Baja,Pago de Agua,354.95,Servicios,En riesgo
167,55,M,Sin estudios,Privado,Autoempleo,10142.57,47,Baja,Pago Elektra,2383.5,Otros,En riesgo
168,64,H,Media Superior,Privado,Autoempleo,9843.19,44,Media,Despensa Walmart,1003.01,Alimentacion,En riesgo
168,64,H,Media Superior,Privado,Autoempleo,9843.19,44,Media,Pago de Renta,2460.8,Vivienda,En riesgo
168,64,H,Media Superior,Privado,Autoempleo,9843.19,44,Media,Pago de Agua,251.87,Servicios,En riesgo
168,64,H,Media Superior,Privado,Autoempleo,9843.19,44,Media,Cine,149.3,Ocio,En riesgo
169,61,M,Media Superior,ISSEMYN,Formal,6997.03,30,Baja,Despensa Walmart,714.88,Alimentacion,En observacion
169,61,M,Media Superior,ISSEMYN,Formal,6997.03,30,Baja,Abono Hipoteca,1749.26,Vivienda,En observacion
169,61,M,Media Superior,ISSEMYN,Formal,6997.03,30,Baja,Recarga Telcel,403.92,Servicios,En observacion
169,61,M,Media Superior,ISSEMYN,Formal,6997.03,30,Baja,Analisis Laboratorio,260.95,Salud,En observacion
170,61,H,Basica,IMSS,Informal,5343.56,68,Media,Abarrotes local,583.31,Alimentacion,En riesgo
170,61,H,Basica,IMSS,Informal,5343.56,68,Media,Pago de Renta,1335.89,Vivienda,En riesgo
170,61,H,Basica,IMSS,Informal,5343.56,68,Media,Carga Gas LP,279.04,Servicios,En riesgo
170,61,H,Basica,IMSS,Informal,5343.56,68,Media,Abono Coppel,1816.81,Otros,En riesgo
171,57,M,Media Superior,Ninguno,Formal,10006.71,50,Media,Abarrotes local,890.79,Alimentacion,En riesgo
171,57,M,Media Superior,Ninguno,Formal,10006.71,50,Media,Pago de Renta,2501.68,Vivienda,En riesgo
171,57,M,Media Superior,Ninguno,Formal,10006.71,50,Media,Recibo CFE,362.74,Servicios,En riesgo
171,57,M,Media Superior,Ninguno,Formal,10006.71,50,Media,Analisis Laboratorio,221.49,Salud,En riesgo
172,30,H,Media Superior,ISSEMYN,Informal,3994.02,38,Media,Tortilleria,446.25,Alimentacion,En observacion
172,30,H,Media Superior,ISSEMYN,Informal,3994.02,38,Media,Pago de Renta,998.5,Vivienda,En observacion
172,30,H,Media Superior,ISSEMYN,Informal,3994.02,38,Media,Carga Gas LP,183.05,Servicios,En observacion
172,30,H,Media Superior,ISSEMYN,Informal,3994.02,38,Media,Farmacia Similares,425.56,Salud,En observacion
173,31,M,Basica,ISSEMYN,Informal,3329.61,48,Baja,Abarrotes local,346.08,Alimentacion,En riesgo
173,31,M,Basica,ISSEMYN,Informal,3329.61,48,Baja,Abono Hipoteca,832.4,Vivienda,En riesgo
173,31,M,Basica,ISSEMYN,Informal,3329.61,48,Baja,Carga Gas LP,207.48,Servicios,En riesgo
173,31,M,Basica,ISSEMYN,Informal,3329.61,48,Baja,Analisis Laboratorio,368.2,Salud,En riesgo
174,68,M,Media Superior,IMSS,Autoempleo,6812.51,46,Media,Abarrotes local,700.93,Alimentacion,En riesgo
174,68,M,Media Superior,IMSS,Autoempleo,6812.51,46,Media,Abono Hipoteca,1703.13,Vivienda,En riesgo
174,68,M,Media Superior,IMSS,Autoempleo,6812.51,46,Media,Carga Gas LP,274.3,Servicios,En riesgo
174,68,M,Media Superior,IMSS,Autoempleo,6812.51,46,Media,Taxi de sitio,280.82,Transporte,En riesgo
175,73,M,Basica,Ninguno,Informal,3630.14,57,Baja,Tianguis semanal,330.5,Alimentacion,En riesgo
175,73,M,Basica,Ninguno,Informal,3630.14,57,Baja,Abono Hipoteca,907.53,Vivienda,En riesgo
175,73,M,Basica,Ninguno,Informal,3630.14,57,Baja,Recibo CFE,439.67,Servicios,En riesgo
175,73,M,Basica,Ninguno,Informal,3630.14,57,Baja,Pago Elektra,1034.59,Otros,En riesgo
176,60,M,Media Superior,Privado,Informal,4414.64,47,Media,Abarrotes local,486.43,Alimentacion,En riesgo
176,60,M,Media Superior,Privado,Informal,4414.64,47,Media,Pago de Renta,1103.66,Vivienda,En riesgo
176,60,M,Media Superior,Privado,Informal,4414.64,47,Media,Carga Gas LP,136.24,Servicios,En riesgo
176,60,M,Media Superior,Privado,Informal,4414.64,47,Media,Suscripcion Netflix,246.15,Ocio,En riesgo
177,43,H,Basica,IMSS,Autoempleo,7938.63,24,Media,Despensa Walmart,857.51,Alimentacion,Finanzas sanas
177,43,H,Basica,IMSS,Autoempleo,7938.63,24,Media,Abono Hipoteca,1984.66,Vivienda,Finanzas sanas
177,43,H,Basica,IMSS,Autoempleo,7938.63,24,Media,Pago de Agua,397.35,Servicios,Finanzas sanas
177,43,H,Basica,IMSS,Autoempleo,7938.63,24,Media,Pasajes Combi/Bus,306.34,Transporte,Finanzas sanas
178,55,M,Media Superior,Privado,Formal,6911.72,31,Baja,Tortilleria,554.25,Alimentacion,En observacion
178,55,M,Media Superior,Privado,Formal,6911.72,31,Baja,Abono Hipoteca,1727.93,Vivienda,En observacion
178,55,M,Media Superior,Privado,Formal,6911.72,31,Baja,Recarga Telcel,305.56,Servicios,En observacion
178,55,M,Media Superior,Privado,Formal,6911.72,31,Baja,Analisis Laboratorio,121.59,Salud,En observacion
179,72,M,Superior,ISSSTE,Informal,3043.83,67,Baja,Abarrotes local,281.04,Alimentacion,En riesgo
179,72,M,Superior,ISSSTE,Informal,3043.83,67,Baja,Pago de Renta,760.96,Vivienda,En riesgo
179,72,M,Superior,ISSSTE,Informal,3043.83,67,Baja,Pago de Agua,108.74,Servicios,En riesgo
179,72,M,Superior,ISSSTE,Informal,3043.83,67,Baja,Ropa bazar,1019.68,Otros,En riesgo
180,62,H,Media Superior,Privado,Autoempleo,6036.06,20,Media,Tianguis semanal,521.64,Alimentacion,Finanzas sanas
180,62,H,Media Superior,Privado,Autoempleo,6036.06,20,Media,Pago de Renta,1509.02,Vivienda,Finanzas sanas
180,62,H,Media Superior,Privado,Autoempleo,6036.06,20,Media,Pago de Agua,167.15,Servicios,Finanzas sanas
180,62,H,Media Superior,Privado,Autoempleo,6036.06,20,Media,Taxi de sitio,273.93,Transporte,Finanzas sanas
181,60,H,Media Superior,ISSSTE,Formal,8637.24,50,Media,Tianguis semanal,728.81,Alimentacion,En riesgo
181,60,H,Media Superior,ISSSTE,Formal,8637.24,50,Media,Pago de Renta,2159.31,Vivienda,En riesgo
181,60,H,Media Superior,ISSSTE,Formal,8637.24,50,Media,Pago de Agua,232.84,Servicios,En riesgo
